Gestion;Sucursal;FechaRegistroSiniestro;FechaDenunciaSiniestro;FechaSiniestro;FechaCierre ;DiasCierre;Ramo;Plan;Corredor;NumeroPoliza;MontoOrdenPago;SubEstadoSiniestro;FechaEmisionPoliza;FechaInicioPoliza;FechaFinPoliza
2024;LPZ;23/12/2024;23/12/2024;23/12/2024;21/2/2025;60;AUTOMOTORES;BS.. SUDAMERICANA - PLAN TU PUEDES;SUDAMERICANA CORREDORES Y ASESORES DE SEGUROS S.R.L.;AUTC-LPZ0000030;262.39;CERRADO LIQUIDADO;17/10/2024;17/10/2024;17/10/2025
2024;LPZ;24/12/2024;22/12/2024;22/12/2024;25/2/2025;63;AUTOMOTORES;BS.. SUDAMERICANA - PLAN TU PUEDES;SUDAMERICANA CORREDORES Y ASESORES DE SEGUROS S.R.L.;AUTC-LPZ0000030;1099.15;CERRADO LIQUIDADO;12/11/2024;13/11/2024;13/11/2025
2024;SCZ;24/12/2024;23/12/2024;23/12/2024;25/2/2025;63;AUTOMOTORES;PLAN TOYOSA;TOCARS BROKERS SRL .;AUTC-SCZ0000001;0;CERRADO DECLINADO;27/2/2024;27/2/2024;27/2/2025
2024;LPZ;24/12/2024;17/12/2024;17/12/2024;11/4/2025;108;AUTOMOTORES;PLAN TOYOSA;TOCARS BROKERS SRL .;AUTC-LPZ0000005;0;CERRADO DECLINADO;29/1/2024;20/1/2024;20/1/2025
2024;LPZ;24/12/2024;23/12/2024;23/12/2024;; ;AUTOMOTORES;BS.. SUDAMERICANA - PLAN TU PUEDES;SUDAMERICANA CORREDORES Y ASESORES DE SEGUROS S.R.L.;AUTC-LPZ0000030;0;ATENCION;27/9/2024;30/9/2024;30/9/2025
2024;LPZ;24/12/2024;19/12/2024;19/12/2024;; ;AUTOMOTORES;ELITE  INDIVIDUAL;TOCARS BROKERS SRL .;AUTI-LPZ0003245;0;ATENCION;24/6/2024;31/5/2024;31/5/2025
2024;SCZ;24/12/2024;23/12/2024;23/12/2024;; ;AUTOMOTORES;PLAN TOYOSA;TOCARS BROKERS SRL .;AUTC-SCZ0000005;0;ATENCION;28/12/2023;28/12/2023;28/12/2024
2024;LPZ;24/12/2024;23/12/2024;22/12/2024;29/5/2025;156;AUTOMOTORES;BS.. SUDAMERICANA - PLAN TU PUEDES;SUDAMERICANA CORREDORES Y ASESORES DE SEGUROS S.R.L.;AUTC-LPZ0000030;884.23;CERRADO LIQUIDADO;27/11/2024;27/11/2024;27/11/2025
2024;LPZ;24/12/2024;20/12/2024;20/12/2024;28/1/2025;35;AUTOMOTORES;ELITE  INDIVIDUAL;CORREDORA DE SEGUROS S.R.L. CONSESO LTDA.;AUTI-LPZ0002683;145.19;CERRADO LIQUIDADO;3/1/2024;22/12/2023;22/12/2024
2024;SCZ;24/12/2024;23/12/2024;22/12/2024;; ;AUTOMOTORES;KIEFFER - SUDAMERICANA RENOVACIONES;KIEFFER & ASOCIADOS S.A. CORREDORES DE SEGUROS;AUTC-SCZ0000023;0;ATENCION;13/12/2024;21/12/2024;21/12/2025
2024;SCZ;24/12/2024;23/12/2024;23/12/2024;; ;AUTOMOTORES;$US. CBBA - RENOVACION KIEFFER - PLAN LIVIANO;KIEFFER & ASOCIADOS S.A. CORREDORES DE SEGUROS;AUTK-SCZ0003004R1;196.94;ATENCION;2/1/2024;28/12/2023;2/1/2025
2024;LPZ;24/12/2024;21/12/2024;21/12/2024;31/5/2025;158;AUTOMOTORES;ELITE  INDIVIDUAL;ALDO JUAN PERALTA LEMUS;AUTI-LPZ0001534R1;1011.24;CERRADO LIQUIDADO;27/3/2024;15/3/2024;15/3/2025
2024;SCZ;24/12/2024;21/12/2024;21/12/2024;; ;AUTOMOTORES;BS - PLAN ELITE;LISCY ANDREA ZUBIETA ALBARRACIN;AUTI-SCZ0008859;0;ATENCION;2/10/2024;29/9/2024;29/9/2025
2024;LPZ;24/12/2024;24/12/2024;24/12/2024;22/1/2025;29;AUTOMOTORES;BS. PRESTATARIOS ;OFICINA;AUTC-LPZ0000040;354.12;CERRADO LIQUIDADO;8/11/2024;8/11/2024;8/11/2025
2024;LPZ;24/12/2024;23/12/2024;23/12/2024;; ;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;0;ATENCION;7/8/2024;7/8/2024;7/8/2025
2024;LPZ;24/12/2024;22/12/2024;22/12/2024;17/2/2025;55;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;249.59;CERRADO LIQUIDADO;7/2/2024;7/2/2024;7/2/2025
2024;LPZ;24/12/2024;22/12/2024;21/12/2024;29/5/2025;156;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;1103.58;CERRADO LIQUIDADO;24/6/2024;24/6/2024;24/6/2025
2024;LPZ;24/12/2024;22/12/2024;22/12/2024;28/1/2025;35;AUTOMOTORES;CUENTAHABIENTE PLANILLA;OFICINA;AUTC-LPZ0000014;302.34;CERRADO LIQUIDADO;19/1/2024;19/1/2024;19/1/2025
2024;SCZ;24/12/2024;23/12/2024;23/12/2024;5/5/2025;132;AUTOMOTORES;ELITE  INDIVIDUAL;LISCY ANDREA ZUBIETA ALBARRACIN;AUTI-SCZ0004913R1;253.32;CERRADO LIQUIDADO;22/5/2024;29/5/2024;29/5/2025
2024;SCZ;24/12/2024;23/12/2024;23/12/2024;16/5/2025;143;AUTOMOTORES;ELITE  INDIVIDUAL;LISCY ANDREA ZUBIETA ALBARRACIN;AUTI-SCZ0007705;218.14;CERRADO LIQUIDADO;20/2/2024;13/2/2024;13/2/2025
2024;SCZ;24/12/2024;23/12/2024;23/12/2024;25/2/2025;63;AUTOMOTORES;ELITE  INDIVIDUAL;INTERNATIONAL INSURANCE BROKERS S.R.L. ASESORES Y CORREDORES DE SEGUROS;AUTI-SCZ0001293R2;3231.8;CERRADO LIQUIDADO;28/8/2024;3/8/2024;3/8/2025
2024;LPZ;24/12/2024;23/12/2024;23/12/2024;15/5/2025;142;AUTOMOTORES;PLAN FUNCIONARIOS MERCANTIL SANTA CRUZ;OFICINA;AUTC-LPZ0000015;1227.41;CERRADO LIQUIDADO;13/1/2024;13/1/2024;13/1/2025
2024;LPZ;24/12/2024;21/12/2024;21/12/2024;28/1/2025;35;AUTOMOTORES;PLAN GENERAL INDIVIDUAL;ALDO JUAN PERALTA LEMUS;AUTI-LPZ0002738;267.34;CERRADO LIQUIDADO;11/1/2024;5/1/2024;5/1/2025
2024;LPZ;24/12/2024;22/12/2024;22/12/2024;28/1/2025;35;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;384.62;CERRADO LIQUIDADO;11/1/2024;11/1/2024;11/1/2025
2024;LPZ;24/12/2024;24/12/2024;18/12/2024;22/1/2025;29;AUTOMOTORES;ELITE  INDIVIDUAL;TOCARS BROKERS SRL .;AUTI-LPZ0002863;229.59;CERRADO LIQUIDADO;6/2/2024;3/2/2024;3/2/2025
2024;SCZ;24/12/2024;23/12/2024;22/12/2024;; ;AUTOMOTORES;ELITE  INDIVIDUAL;SUDAMERICANA CORREDORES Y ASESORES DE SEGUROS S.R.L.;AUTI-SCZ0005978R1;0;ATENCION;28/8/2024;26/8/2024;26/8/2025
2024;LPZ;24/12/2024;24/12/2024;17/12/2024;22/1/2025;29;AUTOMOTORES;ELITE  INDIVIDUAL;TOCARS BROKERS SRL .;AUTI-LPZ0002863;426.38;CERRADO LIQUIDADO;6/2/2024;3/2/2024;3/2/2025
2024;LPZ;24/12/2024;22/12/2024;22/12/2024;27/3/2025;93;AUTOMOTORES;ELITE  INDIVIDUAL;RODOLFO ALBERTO ARGUEDAS NOGALES;AUTI-LPZ0003095;349.85;CERRADO LIQUIDADO;22/4/2024;20/4/2024;20/4/2025
2024;SCZ;24/12/2024;23/12/2024;23/12/2024;; ;AUTOMOTORES;BS - PLAN ELITE;SAUL RODOLFO GONZALEZ MENDEZ;AUTI-SCZ0008949;0;ATENCION;18/10/2024;15/10/2024;15/10/2025
2024;LPZ;24/12/2024;21/12/2024;21/12/2024;; ;AUTOMOTORES;BS. PRESTATARIOS ;OFICINA;AUTC-LPZ0000040;0;ATENCION;19/12/2024;19/12/2024;19/12/2025
2024;LPZ;24/12/2024;23/12/2024;23/12/2024;29/5/2025;156;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;94.45;CERRADO LIQUIDADO;30/3/2024;30/3/2024;30/3/2025
2024;LPZ;24/12/2024;24/12/2024;24/12/2024;24/12/2024;0;AUTOMOTORES;BS - PLAN GENERAL INDIVIDUAL;RODOLFO ALBERTO ARGUEDAS NOGALES;AUTI-LPZ0003436;0;CERRADO DECLINADO;21/8/2024;11/8/2024;11/8/2025
2024;LPZ;24/12/2024;24/12/2024;24/12/2024;25/2/2025;63;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;378.57;CERRADO LIQUIDADO;30/12/2023;30/12/2023;30/12/2024
2024;SCZ;24/12/2024;24/12/2024;23/12/2024;27/1/2025;34;AUTOMOTORES;BS. PLAN TOYOSA;TOCARS BROKERS SRL .;AUTC-SCZ0000017;4365.26;CERRADO LIQUIDADO;26/9/2024;26/9/2024;26/9/2025
2024;LPZ;24/12/2024;24/12/2024;24/12/2024;27/1/2025;34;AUTOMOTORES;BS. PRESTATARIOS ;OFICINA;AUTC-LPZ0000040;174.93;CERRADO LIQUIDADO;24/9/2024;24/9/2024;24/9/2025
2024;SCZ;24/12/2024;17/12/2024;17/12/2024;30/4/2025;127;AUTOMOTORES;ELITE  INDIVIDUAL;BCS BROKERS CORPORATIVOS DE SEGUROS S.R.L.;AUTI-SCZ0005192R1;1062.81;CERRADO LIQUIDADO;27/6/2024;30/6/2024;30/6/2025
2024;LPZ;24/12/2024;24/12/2024;24/12/2024;13/2/2025;51;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;335.04;CERRADO LIQUIDADO;23/4/2024;23/4/2024;23/4/2025
2024;LPZ;24/12/2024;24/12/2024;24/12/2024;; ;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;0;ATENCION;14/6/2024;14/6/2024;14/6/2025
2024;LPZ;24/12/2024;24/12/2024;24/12/2024;; ;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;1282.3;ATENCION;1/7/2024;1/7/2024;1/7/2025
2024;LPZ;24/12/2024;24/12/2024;19/12/2024;27/2/2025;65;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;167.91;CERRADO LIQUIDADO;1/3/2024;1/3/2024;1/3/2025
2024;LPZ;24/12/2024;23/12/2024;23/12/2024;27/2/2025;65;AUTOMOTORES;BS.. SUDAMERICANA - PLAN TU PUEDES;SUDAMERICANA CORREDORES Y ASESORES DE SEGUROS S.R.L.;AUTC-LPZ0000030;151.17;CERRADO LIQUIDADO;27/9/2024;30/9/2024;30/9/2025
2024;SCZ;24/12/2024;24/12/2024;24/12/2024;31/1/2025;38;AUTOMOTORES;PLAN COTAS INDIVIDUAL;INTERNATIONAL INSURANCE BROKERS S.R.L. ASESORES Y CORREDORES DE SEGUROS;AUTI-SCZ0004502R1;916.93;CERRADO LIQUIDADO;29/4/2024;14/4/2024;14/4/2025
2024;SCZ;24/12/2024;24/12/2024;24/12/2024;13/3/2025;79;AUTOMOTORES;PLAN GENERAL INDIVIDUAL;JUSTA S.R.L. CORREDORES DE SEGUROS .;AUTI-SCZ0008297;0;CERRADO DECLINADO;27/5/2024;17/5/2024;17/5/2025
2024;LPZ;24/12/2024;24/12/2024;17/12/2024;; ;AUTOMOTORES;PLAN GENERAL;SUDAMERICANA CORREDORES Y ASESORES DE SEGUROS S.R.L.;AUTG-LPZ0000084;0;ATENCION;31/12/2023;31/12/2023;31/12/2024
2024;LPZ;26/12/2024;25/12/2024;25/12/2024;29/1/2025;34;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;315.29;CIERRE DE SINIESTRO;14/5/2024;14/5/2024;14/5/2025
2024;LPZ;26/12/2024;25/12/2024;22/12/2024;29/1/2025;34;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;612.24;CERRADO LIQUIDADO;29/1/2024;29/1/2024;29/1/2025
2024;LPZ;26/12/2024;26/12/2024;22/12/2024;25/2/2025;61;AUTOMOTORES;PLAN GENERAL;OFICINA;AUTG-LPZ0000147;1005.83;CERRADO LIQUIDADO;9/8/2024;8/8/2024;8/8/2025
2024;SCZ;26/12/2024;24/12/2024;24/12/2024;29/1/2025;34;AUTOMOTORES;ELITE  INDIVIDUAL;ROYAL BROKERS S.R.L. CORREDORES DE SEGUROS;AUTI-SCZ0008598;2782.8;CERRADO LIQUIDADO;31/7/2024;30/7/2024;30/7/2025
2024;SCZ;26/12/2024;25/12/2024;25/12/2024;; ;AUTOMOTORES;PLAN GENERAL;PATRIA S.A.  CORREDORES Y ASESORES DE SEGUROS;AUTG-SCZ0000231;0;ATENCION;29/11/2024;27/11/2024;27/11/2025
2024;SCZ;26/12/2024;4/12/2024;3/12/2024;29/1/2025;34;AUTOMOTORES;ELITE  INDIVIDUAL;ROYAL BROKERS S.R.L. CORREDORES DE SEGUROS;AUTI-SCZ0000826R2;355.1;CERRADO LIQUIDADO;4/6/2024;3/6/2024;3/6/2025
2024;LPZ;26/12/2024;26/12/2024;26/12/2024;24/2/2025;60;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;2842.41;CERRADO LIQUIDADO;20/3/2024;20/3/2024;20/3/2025
2024;LPZ;26/12/2024;25/12/2024;25/12/2024;27/4/2025;122;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;1921.38;CERRADO LIQUIDADO;2/3/2024;2/3/2024;2/3/2025
2024;LPZ;26/12/2024;2/10/2024;18/9/2024;25/1/2025;30;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;236.15;CERRADO LIQUIDADO;19/6/2024;19/6/2024;19/6/2025
2024;SCZ;26/12/2024;25/12/2024;25/12/2024;24/2/2025;60;AUTOMOTORES;BS. - SCZ KIEFFER - PLAN LIVIANO - ISLA;KIEFFER & ASOCIADOS S.A. CORREDORES DE SEGUROS;AUTK-SCZ0000417;213.06;CERRADO LIQUIDADO;27/12/2023;27/12/2023;27/12/2024
2024;LPZ;26/12/2024;24/12/2024;24/12/2024;27/4/2025;122;AUTOMOTORES;BS.. SUDAMERICANA - PLAN TU PUEDES;SUDAMERICANA CORREDORES Y ASESORES DE SEGUROS S.R.L.;AUTC-LPZ0000030;4891.88;CERRADO LIQUIDADO;26/8/2024;26/8/2024;26/8/2025
2024;LPZ;26/12/2024;25/12/2024;25/12/2024;; ;AUTOMOTORES;PLAN GENERAL INDIVIDUAL;OFICINA;AUTI-LPZ0002888;0;ATENCION;15/2/2024;14/2/2024;14/2/2025
2024;LPZ;26/12/2024;23/12/2024;13/12/2024;28/1/2025;33;AUTOMOTORES;PLAN GENERAL;KIEFFER & ASOCIADOS S.A. CORREDORES DE SEGUROS;AUTG-LPZ0000083;252.1;CERRADO LIQUIDADO;29/12/2023;15/12/2023;15/12/2024
2024;SCZ;26/12/2024;26/12/2024;26/12/2024;26/5/2025;151;AUTOMOTORES;PLAN TOYOSA;TOCARS BROKERS SRL .;AUTC-SCZ0000001;2793.37;CERRADO LIQUIDADO;7/2/2024;7/2/2024;7/2/2025
2024;LPZ;26/12/2024;26/12/2024;26/12/2024;; ;AUTOMOTORES;PLAN GENERAL INDIVIDUAL;TOCARS BROKERS SRL .;AUTI-LPZ0003014;0;ATENCION;12/3/2024;4/3/2024;4/3/2025
2024;LPZ;26/12/2024;20/12/2024;20/12/2024;31/1/2025;36;AUTOMOTORES;BS.. SUDAMERICANA - PLAN TU PUEDES;SUDAMERICANA CORREDORES Y ASESORES DE SEGUROS S.R.L.;AUTC-LPZ0000030;1127.41;CERRADO LIQUIDADO;25/10/2024;28/10/2024;28/10/2025
2024;LPZ;26/12/2024;26/12/2024;25/12/2024;27/1/2025;32;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;140.31;CERRADO LIQUIDADO;27/6/2024;27/6/2024;27/6/2025
2024;LPZ;26/12/2024;23/12/2024;23/12/2024;26/3/2025;90;AUTOMOTORES;BS.. SUDAMERICANA - PLAN TU PUEDES;SUDAMERICANA CORREDORES Y ASESORES DE SEGUROS S.R.L.;AUTC-LPZ0000030;513.14;CERRADO LIQUIDADO;23/9/2024;23/9/2024;23/9/2025
2024;LPZ;26/12/2024;18/11/2024;15/11/2024;28/1/2025;33;AUTOMOTORES;BS.. SUDAMERICANA - PLAN TU PUEDES;SUDAMERICANA CORREDORES Y ASESORES DE SEGUROS S.R.L.;AUTC-LPZ0000030;372.78;CERRADO LIQUIDADO;12/10/2024;31/10/2024;31/10/2025
2024;SCZ;26/12/2024;19/12/2024;13/12/2024;25/2/2025;61;AUTOMOTORES;BS - PLAN BCS;BCS BROKERS CORPORATIVOS DE SEGUROS S.R.L.;AUTI-SCZ0009197;1447.44;CERRADO LIQUIDADO;12/12/2024;20/9/2024;30/9/2025
2024;LPZ;27/12/2024;26/12/2024;26/12/2024;25/2/2025;60;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;707.2;CERRADO LIQUIDADO;21/2/2024;22/2/2024;22/2/2025
2024;SCZ;27/12/2024;26/12/2024;26/12/2024;26/4/2025;120;AUTOMOTORES;PLAN COTAS INDIVIDUAL;INTERNATIONAL INSURANCE BROKERS S.R.L. ASESORES Y CORREDORES DE SEGUROS;AUTI-SCZ0003929R1;407.86;CERRADO LIQUIDADO;26/2/2024;18/2/2024;18/2/2025
2024;SCZ;27/12/2024;26/12/2024;26/12/2024;11/6/2025;166;AUTOMOTORES;ELITE  INDIVIDUAL;GENESIS BROKERS LTDA. CORREDORA DE SEGUROS;AUTI-SCZ0002992R1;4655.58;CERRADO LIQUIDADO;29/12/2023;27/12/2023;27/12/2024
2024;SCZ;27/12/2024;27/12/2024;25/12/2024;27/2/2025;62;AUTOMOTORES;ELITE  INDIVIDUAL;SUDAMERICANA CORREDORES Y ASESORES DE SEGUROS S.R.L.;AUTI-SCZ0003064R1;446.41;CERRADO LIQUIDADO;29/12/2023;31/12/2023;31/12/2024
2024;SCZ;27/12/2024;26/12/2024;26/12/2024;29/1/2025;33;AUTOMOTORES;PLAN FUNCIONARIO BMSC;OSCAR MARTIN CABRERA CUELLAR;AUTI-SCZ0007709;1528.91;CERRADO LIQUIDADO;20/2/2024;18/2/2024;18/2/2025
2024;SCZ;27/12/2024;26/12/2024;26/12/2024;; ;AUTOMOTORES;PLAN GENERAL INDIVIDUAL;SUDAMERICANA CORREDORES Y ASESORES DE SEGUROS S.R.L.;AUTI-SCZ0007840;0;ATENCION;29/2/2024;5/2/2024;5/2/2025
2024;SCZ;27/12/2024;26/12/2024;26/12/2024;26/4/2025;120;AUTOMOTORES;BS - PLAN ELITE;SUDAMERICANA CORREDORES Y ASESORES DE SEGUROS S.R.L.;AUTI-SCZ0006380R1;1218.45;CERRADO LIQUIDADO;14/10/2024;10/10/2024;10/10/2025
2024;LPZ;27/12/2024;24/12/2024;24/12/2024;; ;AUTOMOTORES;LPZ - KIEFFER - PLAN LIVIANO;KIEFFER & ASOCIADOS S.A. CORREDORES DE SEGUROS;AUTK-LPZ0000087;490.37;ATENCION;6/2/2024;6/2/2024;6/2/2025
2024;LPZ;27/12/2024;27/12/2024;27/12/2024;21/2/2025;56;AUTOMOTORES;BS. PRESTATARIOS ;OFICINA;AUTC-LPZ0000040;498.95;CIERRE DE SINIESTRO;18/10/2024;18/10/2024;18/10/2025
2024;LPZ;27/12/2024;26/12/2024;23/12/2024;27/5/2025;151;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;0;CERRADO DECLINADO;21/12/2023;30/12/2023;30/12/2024
2024;LPZ;27/12/2024;27/12/2024;27/12/2024;; ;AUTOMOTORES;BS.. SUDAMERICANA - PLAN TU PUEDES;SUDAMERICANA CORREDORES Y ASESORES DE SEGUROS S.R.L.;AUTC-LPZ0000030;0;ATENCION;1/11/2024;4/11/2024;4/11/2025
2024;LPZ;27/12/2024;25/12/2024;25/12/2024;27/2/2025;62;AUTOMOTORES;ELITE  INDIVIDUAL;ALDO JUAN PERALTA LEMUS;AUTI-LPZ0002666;400.87;CERRADO LIQUIDADO;29/12/2023;27/12/2023;27/12/2024
2024;LPZ;27/12/2024;26/12/2024;26/12/2024;31/12/2024;4;AUTOMOTORES;PLAN GENERAL INDIVIDUAL;ALDO JUAN PERALTA LEMUS;AUTI-LPZ0001449R1;0;CERRADO DECLINADO;29/2/2024;28/2/2024;28/2/2025
2024;CBB;27/12/2024;26/12/2024;26/12/2024;; ;AUTOMOTORES;PLAN GENERAL;KIEFFER & ASOCIADOS S.A. CORREDORES DE SEGUROS;AUTG-CBB0000006;0;ATENCION;29/6/2024;27/6/2024;27/6/2025
2024;LPZ;27/12/2024;25/12/2024;25/12/2024;27/3/2025;90;AUTOMOTORES;ELITE  INDIVIDUAL;RODOLFO ALBERTO ARGUEDAS NOGALES;AUTI-LPZ0002968;327.11;CERRADO LIQUIDADO;5/3/2024;28/2/2024;28/2/2025
2024;LPZ;27/12/2024;26/12/2024;26/12/2024;26/2/2025;61;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;902.63;CERRADO LIQUIDADO;20/3/2024;20/3/2024;20/3/2025
2024;LPZ;27/12/2024;26/12/2024;26/12/2024;17/6/2025;172;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;98.13;CERRADO LIQUIDADO;12/1/2024;12/1/2024;12/1/2025
2024;LPZ;27/12/2024;27/12/2024;24/12/2024;19/2/2025;54;AUTOMOTORES;BS - PLAN ELITE;PREVICOR CORREDORES Y ASESORES DE SEGUROS S.R.L.;AUTI-LPZ0003635;0;CERRADO DECLINADO;2/12/2024;28/11/2024;28/11/2025
2024;LPZ;27/12/2024;27/12/2024;27/12/2024;24/2/2025;59;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;2607.39;CERRADO LIQUIDADO;23/5/2024;23/5/2024;23/5/2025
2024;SCZ;27/12/2024;24/12/2024;17/12/2024;27/2/2025;62;AUTOMOTORES;ELITE  INDIVIDUAL;INTERNATIONAL INSURANCE BROKERS S.R.L. ASESORES Y CORREDORES DE SEGUROS;AUTI-SCZ0007494;563.79;CERRADO LIQUIDADO;26/1/2024;20/1/2024;20/1/2025
2024;SCZ;27/12/2024;27/12/2024;27/12/2024;22/1/2025;26;AUTOMOTORES;PLAN TOYOSA;TOCARS BROKERS SRL .;AUTC-SCZ0000001;491.98;CERRADO LIQUIDADO;19/2/2024;19/2/2024;19/2/2025
2024;SCZ;27/12/2024;27/12/2024;27/12/2024;28/2/2025;63;AUTOMOTORES;ELITE  INDIVIDUAL;INTERNATIONAL INSURANCE BROKERS S.R.L. ASESORES Y CORREDORES DE SEGUROS;AUTI-SCZ0007392;184.85;CERRADO LIQUIDADO;18/1/2024;12/1/2024;12/1/2025
2024;SCZ;27/12/2024;11/12/2024;9/12/2024;25/2/2025;60;AUTOMOTORES;ELITE  INDIVIDUAL;CORREDORA DE SEGUROS S.R.L. CONSESO LTDA.;AUTI-SCZ0007146;447.3;CERRADO LIQUIDADO;28/12/2023;14/12/2023;14/12/2024
2024;LPZ;27/12/2024;26/12/2024;26/12/2024;27/6/2025;182;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;578.87;CERRADO LIQUIDADO;13/8/2024;13/8/2024;13/8/2025
2024;LPZ;27/12/2024;27/12/2024;26/12/2024;29/1/2025;33;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;93.34;CERRADO LIQUIDADO;19/1/2024;19/1/2024;19/1/2025
2024;LPZ;27/12/2024;27/12/2024;27/12/2024;30/1/2025;34;AUTOMOTORES;BS. PRESTATARIOS ;OFICINA;AUTC-LPZ0000040;0;CERRADO DECLINADO;14/11/2024;14/11/2024;14/11/2025
2024;LPZ;27/12/2024;27/12/2024;27/12/2024;29/4/2025;123;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;3173.22;CERRADO LIQUIDADO;2/4/2024;2/4/2024;2/4/2025
2024;LPZ;27/12/2024;27/12/2024;27/12/2024;25/2/2025;60;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;373.36;CERRADO LIQUIDADO;15/1/2024;15/1/2024;15/1/2025
2024;LPZ;27/12/2024;27/12/2024;27/12/2024;25/2/2025;60;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;6322.78;CERRADO LIQUIDADO;26/1/2024;26/1/2024;26/1/2025
2024;LPZ;28/12/2024;27/12/2024;27/12/2024;25/3/2025;87;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;604.95;CERRADO LIQUIDADO;27/8/2024;27/8/2024;27/8/2025
2024;SCZ;28/12/2024;19/12/2024;14/12/2024;31/3/2025;93;AUTOMOTORES;PLAN GENERAL;SUDAMERICANA CORREDORES Y ASESORES DE SEGUROS S.R.L.;AUTG-SCZ0000221;277.77;CERRADO LIQUIDADO;11/10/2024;21/9/2024;21/9/2025
2024;LPZ;28/12/2024;27/12/2024;25/12/2024;30/1/2025;33;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;348;CERRADO LIQUIDADO;26/4/2024;26/4/2024;26/4/2025
2024;LPZ;28/12/2024;28/12/2024;28/12/2024;; ;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000001;0;ATENCION;26/2/2024;26/2/2024;26/2/2025
2024;LPZ;28/12/2024;28/12/2024;28/12/2024;30/12/2024;2;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;0;CERRADO RECHAZADO;29/2/2024;28/2/2024;28/2/2025
2024;LPZ;28/12/2024;28/12/2024;28/12/2024;25/1/2025;28;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;174.49;CERRADO LIQUIDADO;2/5/2024;2/5/2024;2/5/2025
2024;LPZ;30/12/2024;29/12/2024;29/12/2024;30/12/2024;0;AUTOMOTORES;BS. PRESTATARIOS ;OFICINA;AUTC-LPZ0000040;0;CERRADO DECLINADO;22/11/2024;22/11/2024;22/11/2025
2024;LPZ;30/12/2024;29/12/2024;29/12/2024;31/1/2025;32;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;244.9;CERRADO LIQUIDADO;14/2/2024;14/2/2024;14/2/2025
2024;SCZ;30/12/2024;27/12/2024;26/12/2024;31/1/2025;32;AUTOMOTORES;PLAN GENERAL;PATRIA S.A.  CORREDORES Y ASESORES DE SEGUROS;AUTG-SCZ0000203;311.66;CERRADO LIQUIDADO;22/8/2024;4/8/2024;4/8/2025
2024;SCZ;30/12/2024;29/12/2024;29/12/2024;30/5/2025;151;AUTOMOTORES;BS - PLAN ELITE;ROYAL BROKERS S.R.L. CORREDORES DE SEGUROS;AUTI-SCZ0008930;224.49;CERRADO LIQUIDADO;15/10/2024;8/10/2024;8/10/2025
2024;SCZ;30/12/2024;27/12/2024;27/12/2024;29/1/2025;30;AUTOMOTORES;PLAN CREYLAND;CUBRE S.R.L. CORREDORES Y ASESORES DE SEGUROS;AUTC-SCZ0000008;431.2;CERRADO LIQUIDADO;17/1/2024;17/1/2024;17/1/2025
2024;LPZ;30/12/2024;7/9/2024;7/9/2024;; ;AUTOMOTORES;TU PUEDES;OFICINA;AUTC-LPZ0000003;0;ATENCION;21/5/2024;21/5/2024;21/5/2025
